name,partyName,state,chamber,congress,last_name
"Nadler, Jerrold",Democratic,New York,House of Representatives,117,Nadler
"Turner, Michael R.",Republican,Ohio,House of Representatives,117,Turner
"Kaptur, Marcy",Democratic,Ohio,House of Representatives,117,Kaptur
"Stansbury, Melanie A.",Democratic,New Mexico,House of Representatives,117,Stansbury
"Malliotakis, Nicole",Republican,New York,House of Representatives,117,Malliotakis
"Leger Fernandez, Teresa",Democratic,New Mexico,House of Representatives,117,Leger Fernandez
"Garbarino, Andrew R.",Republican,New York,House of Representatives,117,Garbarino
"Lee, Susie",Democratic,Nevada,House of Representatives,117,Lee
"Sherrill, Mikie",Democratic,New Jersey,House of Representatives,117,Sherrill
"Van Drew, Jefferson",Republican,New Jersey,House of Representatives,117,Van Drew
"Pappas, Chris",Democratic,New Hampshire,House of Representatives,117,Pappas
"Suozzi, Thomas R.",Democratic,New York,House of Representatives,117,Suozzi
"Gottheimer, Josh",Democratic,New Jersey,House of Representatives,117,Gottheimer
"Watson Coleman, Bonnie",Democratic,New Jersey,House of Representatives,117,Watson Coleman
"Norcross, Donald",Democratic,New Jersey,House of Representatives,117,Norcross
"Jeffries, Hakeem S.",Democratic,New York,House of Representatives,117,Jeffries
"Meng, Grace",Democratic,New York,House of Representatives,117,Meng
"Horsford, Steven",Democratic,Nevada,House of Representatives,117,Horsford
"Amodei, Mark E.",Republican,Nevada,House of Representatives,117,Amodei
"Clarke, Yvette D.",Democratic,New York,House of Representatives,117,Clarke
"Titus, Dina",Democratic,Nevada,House of Representatives,117,Titus
"Pallone, Frank",Democratic,New Jersey,House of Representatives,117,Pallone
"Meeks, Gregory W.",Democratic,New York,House of Representatives,117,Meeks
"Velázquez, Nydia M.",Democratic,New York,House of Representatives,117,Velázquez
"Smith, Christopher H.",Republican,New Jersey,House of Representatives,117,Smith
"Flood, Mike",Republican,Nebraska,House of Representatives,117,Flood
"Bacon, Don",Republican,Nebraska,House of Representatives,117,Bacon
"Rouzer, David",Republican,North Carolina,House of Representatives,117,Rouzer
"Adams, Alma S.",Democratic,North Carolina,House of Representatives,117,Adams
"Hudson, Richard",Republican,North Carolina,House of Representatives,117,Hudson
"Smith, Adrian",Republican,Nebraska,House of Representatives,117,Smith
"Foxx, Virginia",Republican,North Carolina,House of Representatives,117,Foxx
"Finstad, Brad",Republican,Minnesota,House of Representatives,117,Finstad
"Ross, Deborah K.",Democratic,North Carolina,House of Representatives,117,Ross
"Fischbach, Michelle",Republican,Minnesota,House of Representatives,117,Fischbach
"Murphy, Gregory F.",Republican,North Carolina,House of Representatives,117,Murphy
"Guest, Michael",Republican,Mississippi,House of Representatives,117,Guest
"Stauber, Pete",Republican,Minnesota,House of Representatives,117,Stauber
"Omar, Ilhan",Democratic,Minnesota,House of Representatives,117,Omar
"Craig, Angie",Democratic,Minnesota,House of Representatives,117,Craig
"Tlaib, Rashida",Democratic,Michigan,House of Representatives,117,Tlaib
"Stevens, Haley M.",Democratic,Michigan,House of Representatives,117,Stevens
"Kelly, Trent",Republican,Mississippi,House of Representatives,117,Kelly
"Emmer, Tom",Republican,Minnesota,House of Representatives,117,Emmer
"Wagner, Ann",Republican,Missouri,House of Representatives,117,Wagner
"Smith, Jason",Republican,Missouri,House of Representatives,117,Smith
"Thompson, Bennie G.",Democratic,Mississippi,House of Representatives,117,Thompson
"Cleaver, Emanuel",Democratic,Missouri,House of Representatives,117,Cleaver
"Graves, Sam",Republican,Missouri,House of Representatives,117,Graves
"McCollum, Betty",Democratic,Minnesota,House of Representatives,117,McCollum
"McClain, Lisa C.",Republican,Michigan,House of Representatives,117,McClain
"Auchincloss, Jake",Democratic,Massachusetts,House of Representatives,117,Auchincloss
"Golden, Jared F.",Democratic,Maine,House of Representatives,117,Golden
"Pressley, Ayanna",Democratic,Massachusetts,House of Representatives,117,Pressley
"Trahan, Lori",Democratic,Massachusetts,House of Representatives,117,Trahan
"Bergman, Jack",Republican,Michigan,House of Representatives,117,Bergman
"Raskin, Jamie",Democratic,Maryland,House of Representatives,117,Raskin
"Dingell, Debbie",Democratic,Michigan,House of Representatives,117,Dingell
"Moolenaar, John R.",Republican,Michigan,House of Representatives,117,Moolenaar
"Moulton, Seth",Democratic,Massachusetts,House of Representatives,117,Moulton
"Clark, Katherine M.",Democratic,Massachusetts,House of Representatives,117,Clark
"Huizenga, Bill",Republican,Michigan,House of Representatives,117,Huizenga
"Harris, Andy",Republican,Maryland,House of Representatives,117,Harris
"Keating, William R.",Democratic,Massachusetts,House of Representatives,117,Keating
"Walberg, Tim",Republican,Michigan,House of Representatives,117,Walberg
"Pingree, Chellie",Democratic,Maine,House of Representatives,117,Pingree
"McGovern, James P.",Democratic,Massachusetts,House of Representatives,117,McGovern
"Neal, Richard E.",Democratic,Massachusetts,House of Representatives,117,Neal
"Mfume, Kweisi",Democratic,Maryland,House of Representatives,117,Mfume
"Lynch, Stephen F.",Democratic,Massachusetts,House of Representatives,117,Lynch
"Hoyer, Steny H.",Democratic,Maryland,House of Representatives,117,Hoyer
"Yakym, Rudy",Republican,Indiana,House of Representatives,117,Yakym
"Carter, Troy A.",Democratic,Louisiana,House of Representatives,117,Carter
"Letlow, Julia",Republican,Louisiana,House of Representatives,117,Letlow
"Spartz, Victoria",Republican,Indiana,House of Representatives,117,Spartz
"Mrvan, Frank J.",Democratic,Indiana,House of Representatives,117,Mrvan
"Miller, Mary E.",Republican,Illinois,House of Representatives,117,Miller
"Mann, Tracey",Republican,Kansas,House of Representatives,117,Mann
"Davids, Sharice",Democratic,Kansas,House of Representatives,117,Davids
"Baird, James R.",Republican,Indiana,House of Representatives,117,Baird
"Underwood, Lauren",Democratic,Illinois,House of Representatives,117,Underwood
"Estes, Ron",Republican,Kansas,House of Representatives,117,Estes
"Higgins, Clay",Republican,Louisiana,House of Representatives,117,Higgins
"Comer, James",Republican,Kentucky,House of Representatives,117,Comer
"LaHood, Darin",Republican,Illinois,House of Representatives,117,LaHood
"Bost, Mike",Republican,Illinois,House of Representatives,117,Bost
"Barr, Andy",Republican,Kentucky,House of Representatives,117,Barr
"Massie, Thomas",Republican,Kentucky,House of Representatives,117,Massie
"Guthrie, Brett",Republican,Kentucky,House of Representatives,117,Guthrie
"Scalise, Steve",Republican,Louisiana,House of Representatives,117,Scalise
"Foster, Bill",Democratic,Illinois,House of Representatives,117,Foster
"Carson, André",Democratic,Indiana,House of Representatives,117,Carson
"Rogers, Harold",Republican,Kentucky,House of Representatives,117,Rogers
"Williams, Nikema",Democratic,Georgia,House of Representatives,117,Williams
"Miller-Meeks, Mariannette",Republican,Iowa,House of Representatives,117,Miller-Meeks
"Hinson, Ashley",Republican,Iowa,House of Representatives,117,Hinson
"Greene, Marjorie Taylor",Republican,Georgia,House of Representatives,117,Greene
"Feenstra, Randy",Republican,Iowa,House of Representatives,117,Feenstra
"Clyde, Andrew S.",Republican,Georgia,House of Representatives,117,Clyde
"Casten, Sean",Democratic,Illinois,House of Representatives,117,Casten
"García, Jesús G. ""Chuy""",Democratic,Illinois,House of Representatives,117,García
"Fulcher, Russ",Republican,Idaho,House of Representatives,117,Fulcher
"McBath, Lucy",Democratic,Georgia,House of Representatives,117,McBath
"Krishnamoorthi, Raja",Democratic,Illinois,House of Representatives,117,Krishnamoorthi
"Allen, Rick W.",Republican,Georgia,House of Representatives,117,Allen
"Loudermilk, Barry",Republican,Georgia,House of Representatives,117,Loudermilk
"Schneider, Bradley Scott",Democratic,Illinois,House of Representatives,117,Schneider
"Scott, Austin",Republican,Georgia,House of Representatives,117,Scott
"Johnson, Henry C. ""Hank""",Democratic,Georgia,House of Representatives,117,Johnson
"Quigley, Mike",Democratic,Illinois,House of Representatives,117,Quigley
"Kelly, Robin L.",Democratic,Illinois,House of Representatives,117,Kelly
"Simpson, Michael K.",Republican,Idaho,House of Representatives,117,Simpson
"Schakowsky, Janice D.",Democratic,Illinois,House of Representatives,117,Schakowsky
"Davis, Danny K.",Democratic,Illinois,House of Representatives,117,Davis
"Bishop, Sanford D.",Democratic,Georgia,House of Representatives,117,Bishop
"Scott, David",Democratic,Georgia,House of Representatives,117,Scott
"Case, Ed",Democratic,Hawaii,House of Representatives,117,Case
"Cherfilus-McCormick, Sheila",Democratic,Florida,House of Representatives,117,Cherfilus-McCormick
"Salazar, Maria Elvira",Republican,Florida,House of Representatives,117,Salazar
"Gimenez, Carlos A.",Republican,Florida,House of Representatives,117,Gimenez
"Franklin, Scott",Republican,Florida,House of Representatives,117,Franklin
"Donalds, Byron",Republican,Florida,House of Representatives,117,Donalds
"Cammack, Kat",Republican,Florida,House of Representatives,117,Cammack
"Steube, W. Gregory",Republican,Florida,House of Representatives,117,Steube
"Mast, Brian J.",Republican,Florida,House of Representatives,117,Mast
"Soto, Darren",Democratic,Florida,House of Representatives,117,Soto
"Rutherford, John H.",Republican,Florida,House of Representatives,117,Rutherford
"Dunn, Neal P.",Republican,Florida,House of Representatives,117,Dunn
"Carter, Earl L. ""Buddy""",Republican,Georgia,House of Representatives,117,Carter
"Frankel, Lois",Democratic,Florida,House of Representatives,117,Frankel
"Wilson, Frederica S.",Democratic,Florida,House of Representatives,117,Wilson
"Webster, Daniel",Republican,Florida,House of Representatives,117,Webster
"Buchanan, Vern",Republican,Florida,House of Representatives,117,Buchanan
"Castor, Kathy",Democratic,Florida,House of Representatives,117,Castor
"Bilirakis, Gus M.",Republican,Florida,House of Representatives,117,Bilirakis
"Wasserman Schultz, Debbie",Democratic,Florida,House of Representatives,117,Wasserman Schultz
"Diaz-Balart, Mario",Republican,Florida,House of Representatives,117,Diaz-Balart
"Kim, Young",Republican,California,House of Representatives,117,Kim
"Jacobs, Sara",Democratic,California,House of Representatives,117,Jacobs
"Boebert, Lauren",Republican,Colorado,House of Representatives,117,Boebert
"Hayes, Jahana",Democratic,Connecticut,House of Representatives,117,Hayes
"Crow, Jason",Democratic,Colorado,House of Representatives,117,Crow
"Neguse, Joe",Democratic,Colorado,House of Representatives,117,Neguse
"Levin, Mike",Democratic,California,House of Representatives,117,Levin
"Correa, J. Luis",Democratic,California,House of Representatives,117,Correa
"Barragán, Nanette Diaz",Democratic,California,House of Representatives,117,Barragán
"Peters, Scott H.",Democratic,California,House of Representatives,117,Peters
"Vargas, Juan",Democratic,California,House of Representatives,117,Vargas
"Takano, Mark",Democratic,California,House of Representatives,117,Takano
"Courtney, Joe",Democratic,Connecticut,House of Representatives,117,Courtney
"Himes, James A.",Democratic,Connecticut,House of Representatives,117,Himes
"Larson, John B.",Democratic,Connecticut,House of Representatives,117,Larson
"DeGette, Diana",Democratic,Colorado,House of Representatives,117,DeGette
"Waters, Maxine",Democratic,California,House of Representatives,117,Waters
"Norton, Eleanor Holmes",Democratic,District of Columbia,House of Representatives,117,Norton
"Issa, Darrell",Republican,California,House of Representatives,117,Issa
"Calvert, Ken",Republican,California,House of Representatives,117,Calvert
"DeLauro, Rosa L.",Democratic,Connecticut,House of Representatives,117,DeLauro
"Obernolte, Jay",Republican,California,House of Representatives,117,Obernolte
"Gomez, Jimmy",Democratic,California,House of Representatives,117,Gomez
"Carbajal, Salud O.",Democratic,California,House of Representatives,117,Carbajal
"Panetta, Jimmy",Democratic,California,House of Representatives,117,Panetta
"Khanna, Ro",Democratic,California,House of Representatives,117,Khanna
"Torres, Norma J.",Democratic,California,House of Representatives,117,Torres
"Lieu, Ted",Democratic,California,House of Representatives,117,Lieu
"Aguilar, Pete",Democratic,California,House of Representatives,117,Aguilar
"Ruiz, Raul",Democratic,California,House of Representatives,117,Ruiz
"Brownley, Julia",Democratic,California,House of Representatives,117,Brownley
"Valadao, David G.",Republican,California,House of Representatives,117,Valadao
"Swalwell, Eric",Democratic,California,House of Representatives,117,Swalwell
"Chu, Judy",Democratic,California,House of Representatives,117,Chu
"Sherman, Brad",Democratic,California,House of Representatives,117,Sherman
"Costa, Jim",Democratic,California,House of Representatives,117,Costa
"Sánchez, Linda T.",Democratic,California,House of Representatives,117,Sánchez
"Lofgren, Zoe",Democratic,California,House of Representatives,117,Lofgren
"Harder, Josh",Democratic,California,House of Representatives,117,Harder
"Stanton, Greg",Democratic,Arizona,House of Representatives,117,Stanton
"Biggs, Andy",Republican,Arizona,House of Representatives,117,Biggs
"DeSaulnier, Mark",Democratic,California,House of Representatives,117,DeSaulnier
"Westerman, Bruce",Republican,Arkansas,House of Representatives,117,Westerman
"Hill, J. French",Republican,Arkansas,House of Representatives,117,Hill
"Radewagen, Aumua Amata Coleman",Republican,American Samoa,House of Representatives,117,Radewagen
"Palmer, Gary J.",Republican,Alabama,House of Representatives,117,Palmer
"Bera, Ami",Democratic,California,House of Representatives,117,Bera
"Huffman, Jared",Democratic,California,House of Representatives,117,Huffman
"LaMalfa, Doug",Republican,California,House of Representatives,117,LaMalfa
"Garamendi, John",Democratic,California,House of Representatives,117,Garamendi
"Schweikert, David",Republican,Arizona,House of Representatives,117,Schweikert
"Gosar, Paul A.",Republican,Arizona,House of Representatives,117,Gosar
"Womack, Steve",Republican,Arkansas,House of Representatives,117,Womack
"Crawford, Eric A. ""Rick""",Republican,Arkansas,House of Representatives,117,Crawford
"Sewell, Terri A.",Democratic,Alabama,House of Representatives,117,Sewell
"McClintock, Tom",Republican,California,House of Representatives,117,McClintock
"Matsui, Doris O.",Democratic,California,House of Representatives,117,Matsui
"Pelosi, Nancy",Democratic,California,House of Representatives,117,Pelosi
"Thompson, Mike",Democratic,California,House of Representatives,117,Thompson
"Aderholt, Robert B.",Republican,Alabama,House of Representatives,117,Aderholt
"Moore, Barry",Republican,Alabama,House of Representatives,117,Moore
"Rogers, Mike D.",Republican,Alabama,House of Representatives,117,Rogers
"Curtis, John R.",Republican,Utah,House of Representatives,117,Curtis
"Gallagher, Mike",Republican,Wisconsin,House of Representatives,117,Gallagher
"Gaetz, Matt",Republican,Florida,House of Representatives,117,Gaetz
"Cicilline, David N.",Democratic,Rhode Island,House of Representatives,117,Cicilline
"Johnson, Bill",Republican,Ohio,House of Representatives,117,Johnson
"McCarthy, Kevin",Republican,California,House of Representatives,117,McCarthy
"Higgins, Brian",Democratic,New York,House of Representatives,117,Higgins
"Grijalva, Raúl M.",Democratic,Arizona,House of Representatives,117,Grijalva
"Budd, Ted",Republican,North Carolina,House of Representatives,117,Budd
"Slotkin, Elissa",Democratic,Michigan,House of Representatives,117,Slotkin
"Kim, Andy",Democratic,New Jersey,House of Representatives,117,Kim
"Banks, Jim",Republican,Indiana,House of Representatives,117,Banks
"Young, Todd",Republican,Indiana,House of Representatives,117,Young
"Wyden, Ron",Democratic,Oregon,House of Representatives,117,Wyden
"Warnock, Raphael G.",Democratic,Georgia,Senate,117,Warnock
"Warren, Elizabeth",Democratic,Massachusetts,Senate,117,Warren
"Whitehouse, Sheldon",Democratic,Rhode Island,Senate,117,Whitehouse
"Warner, Mark R.",Democratic,Virginia,Senate,117,Warner
"Wicker, Roger F.",Republican,Mississippi,House of Representatives,117,Wicker
"Van Hollen, Chris",Democratic,Maryland,House of Representatives,117,Van Hollen
"Tuberville, Tommy",Republican,Alabama,Senate,117,Tuberville
"Smith, Tina",Democratic,Minnesota,Senate,117,Smith
"Tillis, Thomas",Republican,North Carolina,Senate,117,Tillis
"Sullivan, Dan",Republican,Alaska,Senate,117,Sullivan
"Thune, John",Republican,South Dakota,House of Representatives,117,Thune
"Scott, Rick",Republican,Florida,Senate,117,Scott
"Shaheen, Jeanne",Democratic,New Hampshire,Senate,117,Shaheen
"Rounds, Mike",Republican,South Dakota,Senate,117,Rounds
"Schatz, Brian",Democratic,Hawaii,Senate,117,Schatz
"Scott, Tim",Republican,South Carolina,House of Representatives,117,Scott
"Schumer, Charles E.",Democratic,New York,House of Representatives,117,Schumer
"Sanders, Bernard",Independent,Vermont,House of Representatives,117,Sanders
"Schiff, Adam B.",Democratic,California,House of Representatives,117,Schiff
"Rosen, Jacky",Democratic,Nevada,House of Representatives,117,Rosen
"Peters, Gary C.",Democratic,Michigan,House of Representatives,117,Peters
"Risch, James E.",Republican,Idaho,Senate,117,Risch
"Reed, Jack",Democratic,Rhode Island,House of Representatives,117,Reed
"Padilla, Alex",Democratic,California,Senate,117,Padilla
"Ossoff, Jon",Democratic,Georgia,Senate,117,Ossoff
"Paul, Rand",Republican,Kentucky,Senate,117,Paul
"Murray, Patty",Democratic,Washington,Senate,117,Murray
"Mullin, Markwayne",Republican,Oklahoma,House of Representatives,117,Mullin
"Murphy, Christopher",Democratic,Connecticut,House of Representatives,117,Murphy
"Moran, Jerry",Republican,Kansas,House of Representatives,117,Moran
"Murkowski, Lisa",Republican,Alaska,Senate,117,Murkowski
"Marshall, Roger",Republican,Kansas,House of Representatives,117,Marshall
"Lummis, Cynthia M.",Republican,Wyoming,House of Representatives,117,Lummis
"Merkley, Jeff",Democratic,Oregon,Senate,117,Merkley
"Markey, Edward J.",Democratic,Massachusetts,House of Representatives,117,Markey
"McConnell, Mitch",Republican,Kentucky,Senate,117,McConnell
"King, Angus S., Jr.",Independent,Maine,Senate,117,King
"Klobuchar, Amy",Democratic,Minnesota,Senate,117,Klobuchar
"Lee, Mike",Republican,Utah,Senate,117,Lee
"Lankford, James",Republican,Oklahoma,House of Representatives,117,Lankford
"Kelly, Mark",Democratic,Arizona,Senate,117,Kelly
"Kennedy, John",Republican,Louisiana,Senate,117,Kennedy
"Kaine, Tim",Democratic,Virginia,Senate,117,Kaine
"Hyde-Smith, Cindy",Republican,Mississippi,Senate,117,Hyde-Smith
"Johnson, Ron",Republican,Wisconsin,Senate,117,Johnson
"Hoeven, John",Republican,North Dakota,Senate,117,Hoeven
"Hirono, Mazie K.",Democratic,Hawaii,House of Representatives,117,Hirono
"Hickenlooper, John W.",Democratic,Colorado,Senate,117,Hickenlooper
"Hagerty, Bill",Republican,Tennessee,Senate,117,Hagerty
"Hassan, Margaret Wood",Democratic,New Hampshire,Senate,117,Hassan
"Heinrich, Martin",Democratic,New Mexico,House of Representatives,117,Heinrich
"Grassley, Chuck",Republican,Iowa,House of Representatives,117,Grassley
"Gallego, Ruben",Democratic,Arizona,House of Representatives,117,Gallego
"Fischer, Deb",Republican,Nebraska,Senate,117,Fischer
"Gillibrand, Kirsten E.",Democratic,New York,House of Representatives,117,Gillibrand
"Graham, Lindsey",Republican,South Carolina,House of Representatives,117,Graham
"Ernst, Joni",Republican,Iowa,Senate,117,Ernst
"Cruz, Ted",Republican,Texas,Senate,117,Cruz
"Daines, Steve",Republican,Montana,House of Representatives,117,Daines
"Duckworth, Tammy",Democratic,Illinois,House of Representatives,117,Duckworth
"Durbin, Richard J.",Democratic,Illinois,House of Representatives,117,Durbin
"Crapo, Mike",Republican,Idaho,House of Representatives,117,Crapo
"Cortez Masto, Catherine",Democratic,Nevada,Senate,117,Cortez Masto
"Cramer, Kevin",Republican,North Dakota,House of Representatives,117,Cramer
"Cotton, Tom",Republican,Arkansas,House of Representatives,117,Cotton
"Cornyn, John",Republican,Texas,Senate,117,Cornyn
"Coons, Christopher A.",Democratic,Delaware,Senate,117,Coons
"Cassidy, Bill",Republican,Louisiana,House of Representatives,117,Cassidy
"Collins, Susan M.",Republican,Maine,Senate,117,Collins
"Capito, Shelley Moore",Republican,West Virginia,House of Representatives,117,Capito
"Cantwell, Maria",Democratic,Washington,House of Representatives,117,Cantwell
"Blunt Rochester, Lisa",Democratic,Delaware,House of Representatives,117,Blunt Rochester
"Booker, Cory A.",Democratic,New Jersey,Senate,117,Booker
"Blumenthal, Richard",Democratic,Connecticut,Senate,117,Blumenthal
"Boozman, John",Republican,Arkansas,House of Representatives,117,Boozman
"Barrasso, John",Republican,Wyoming,Senate,117,Barrasso
"Bennet, Michael F.",Democratic,Colorado,Senate,117,Bennet
"Baldwin, Tammy",Democratic,Wisconsin,House of Representatives,117,Baldwin
"Blackburn, Marsha",Republican,Tennessee,House of Representatives,117,Blackburn
"Waltz, Michael",Republican,Florida,House of Representatives,117,Waltz
"Good, Bob",Republican,Virginia,House of Representatives,117,Good
"Menendez, Robert",Democratic,New Jersey,House of Representatives,117,Menendez
"Pascrell, Bill",Democratic,New Jersey,House of Representatives,117,Pascrell
"Armstrong, Kelly",Republican,North Dakota,House of Representatives,117,Armstrong
"Rubio, Marco",Republican,Florida,Senate,117,Rubio
"Wild, Susan",Democratic,Pennsylvania,House of Representatives,117,Wild
"Wexton, Jennifer",Democratic,Virginia,House of Representatives,117,Wexton
"Wenstrup, Brad R.",Republican,Ohio,House of Representatives,117,Wenstrup
"Trone, David J.",Democratic,Maryland,House of Representatives,117,Trone
"Spanberger, Abigail Davis",Democratic,Virginia,House of Representatives,117,Spanberger
"Sablan, Gregorio Kilili Camacho",Democratic,Northern Mariana Islands,House of Representatives,117,Sablan
"Sarbanes, John P.",Democratic,Maryland,House of Representatives,117,Sarbanes
"Steel, Michelle",Republican,California,House of Representatives,117,Steel
"Ruppersberger, C. A. Dutch",Democratic,Maryland,House of Representatives,117,Ruppersberger
"Rosendale, Matthew M.",Republican,Montana,House of Representatives,117,Rosendale
"Peltola, Mary Sattler",Democratic,Alaska,House of Representatives,117,Peltola
"Porter, Katie",Democratic,California,House of Representatives,117,Porter
"Phillips, Dean",Democratic,Minnesota,House of Representatives,117,Phillips
"Pence, Greg",Republican,Indiana,House of Representatives,117,Pence
"Posey, Bill",Republican,Florida,House of Representatives,117,Posey
"Napolitano, Grace F.",Democratic,California,House of Representatives,117,Napolitano
"Mooney, Alexander X.",Republican,West Virginia,House of Representatives,117,Mooney
"McMorris Rodgers, Cathy",Republican,Washington,House of Representatives,117,McMorris Rodgers
"McHenry, Patrick T.",Republican,North Carolina,House of Representatives,117,McHenry
"Manning, Kathy E.",Democratic,North Carolina,House of Representatives,117,Manning
"Lesko, Debbie",Republican,Arizona,House of Representatives,117,Lesko
"Luetkemeyer, Blaine",Republican,Missouri,House of Representatives,117,Luetkemeyer
"Lamborn, Doug",Republican,Colorado,House of Representatives,117,Lamborn
"Lee, Barbara",Democratic,California,House of Representatives,117,Lee
"LaTurner, Jake",Republican,Kansas,House of Representatives,117,LaTurner
"Kuster, Ann M.",Democratic,New Hampshire,House of Representatives,117,Kuster
"Kilmer, Derek",Democratic,Washington,House of Representatives,117,Kilmer
"Kildee, Daniel T.",Democratic,Michigan,House of Representatives,117,Kildee
"Graves, Garret",Republican,Louisiana,House of Representatives,117,Graves
"Granger, Kay",Republican,Texas,House of Representatives,117,Granger
"Garcia, Mike",Republican,California,House of Representatives,117,Garcia
"Ferguson, A. Drew",Republican,Georgia,House of Representatives,117,Ferguson
"Eshoo, Anna G.",Democratic,California,House of Representatives,117,Eshoo
"Duncan, Jeff",Republican,South Carolina,House of Representatives,117,Duncan
"Cárdenas, Tony",Democratic,California,House of Representatives,117,Cárdenas
"Cartwright, Matt",Democratic,Pennsylvania,House of Representatives,117,Cartwright
"Carl, Jerry L.",Republican,Alabama,House of Representatives,117,Carl
"Bishop, Dan",Republican,North Carolina,House of Representatives,117,Bishop
"Bucshon, Larry",Republican,Indiana,House of Representatives,117,Bucshon
"Burgess, Michael C.",Republican,Texas,House of Representatives,117,Burgess
"Bush, Cori",Democratic,Missouri,House of Representatives,117,Bush
"Bowman, Jamaal",Democratic,New York,House of Representatives,117,Bowman
"Blumenauer, Earl",Democratic,Oregon,House of Representatives,117,Blumenauer
"Allred, Colin Z.",Democratic,Texas,House of Representatives,117,Allred
"Casey, Robert P., Jr.",Democratic,Pennsylvania,Senate,117,Casey
"Tester, Jon",Democratic,Montana,Senate,117,Tester
"Sinema, Kyrsten",Independent,Arizona,House of Representatives,117,Sinema
"Stabenow, Debbie",Democratic,Michigan,House of Representatives,117,Stabenow
"Romney, Mitt",Republican,Utah,Senate,117,Romney
"Manchin, Joe, III",Independent,West Virginia,Senate,117,Manchin
"Carper, Thomas R.",Democratic,Delaware,House of Representatives,117,Carper
"Cardin, Benjamin L.",Democratic,Maryland,House of Representatives,117,Cardin
"Braun, Mike",Republican,Indiana,Senate,117,Braun
"Brown, Sherrod",Democratic,Ohio,House of Representatives,117,Brown
"González-Colón, Jenniffer",Republican,Puerto Rico,House of Representatives,117,González-Colón
"Sasse, Ben",Republican,Nebraska,Senate,117,Sasse
"Buck, Ken",Republican,Colorado,House of Representatives,117,Buck
"Stewart, Chris",Republican,Utah,House of Representatives,117,Stewart
"Payne, Donald M.",Democratic,New Jersey,House of Representatives,117,Payne
"Feinstein, Dianne",Democratic,California,Senate,117,Feinstein
"Jackson Lee, Sheila",Democratic,Texas,House of Representatives,117,Jackson Lee
"Inhofe, James M.",Republican,Oklahoma,House of Representatives,117,Inhofe
"McEachin, A. Donald",Democratic,Virginia,House of Representatives,117,McEachin
"Johnson, Eddie Bernice",Democratic,Texas,House of Representatives,117,Johnson
"Newman, Marie",Democratic,Illinois,House of Representatives,117,Newman
"Meijer, Peter",Republican,Michigan,House of Representatives,117,Meijer
"Kahele, Kaiali'i",Democratic,Hawaii,House of Representatives,117,Kahele
"Jones, Mondaire",Democratic,New York,House of Representatives,117,Jones
"Herrell, Yvette",Republican,New Mexico,House of Representatives,117,Herrell
"Cawthorn, Madison",Republican,North Carolina,House of Representatives,117,Cawthorn
"Bourdeaux, Carolyn",Democratic,Georgia,House of Representatives,117,Bourdeaux
"Jacobs, Chris",Republican,New York,House of Representatives,117,Jacobs
"Keller, Fred",Republican,Pennsylvania,House of Representatives,117,Keller
"Luria, Elaine G.",Democratic,Virginia,House of Representatives,117,Luria
"Taylor, Van",Republican,Texas,House of Representatives,117,Taylor
"Gonzalez, Anthony",Republican,Ohio,House of Representatives,117,Gonzalez
"Malinowski, Tom",Democratic,New Jersey,House of Representatives,117,Malinowski
"Axne, Cynthia",Democratic,Iowa,House of Representatives,117,Axne
"San Nicolas, Michael F. Q.",Democratic,Guam,House of Representatives,117,San Nicolas
"Lamb, Conor",Democratic,Pennsylvania,House of Representatives,117,Lamb
"Cheney, Liz",Republican,Wyoming,House of Representatives,117,Cheney
"Brown, Anthony G.",Democratic,Maryland,House of Representatives,117,Brown
"Hollingsworth, Trey",Republican,Indiana,House of Representatives,117,Hollingsworth
"Demings, Val Butler",Democratic,Florida,House of Representatives,117,Demings
"Murphy, Stephanie N.",Democratic,Florida,House of Representatives,117,Murphy
"Lawson, Al, Jr.",Democratic,Florida,House of Representatives,117,Lawson
"O'Halleran, Tom",Democratic,Arizona,House of Representatives,117,O'Halleran
"Katko, John",Republican,New York,House of Representatives,117,Katko
"Rice, Kathleen M.",Democratic,New York,House of Representatives,117,Rice
"Zeldin, Lee M.",Republican,New York,House of Representatives,117,Zeldin
"Lawrence, Brenda L.",Democratic,Michigan,House of Representatives,117,Lawrence
"Hice, Jody B.",Republican,Georgia,House of Representatives,117,Hice
"Rice, Tom",Republican,South Carolina,House of Representatives,117,Rice
"Maloney, Sean Patrick",Democratic,New York,House of Representatives,117,Maloney
"Walorski, Jackie",Republican,Indiana,House of Representatives,117,Walorski
"Bustos, Cheri",Democratic,Illinois,House of Representatives,117,Bustos
"Davis, Rodney",Republican,Illinois,House of Representatives,117,Davis
"Lowenthal, Alan S.",Democratic,California,House of Representatives,117,Lowenthal
"Speier, Jackie",Democratic,California,House of Representatives,117,Speier
"Sires, Albio",Democratic,New Jersey,House of Representatives,117,Sires
"Reed, Tom",Republican,New York,House of Representatives,117,Reed
"McKinley, David B.",Republican,West Virginia,House of Representatives,117,McKinley
"Herrera Beutler, Jaime",Republican,Washington,House of Representatives,117,Herrera Beutler
"Gibbs, Bob",Republican,Ohio,House of Representatives,117,Gibbs
"Palazzo, Steven M.",Republican,Mississippi,House of Representatives,117,Palazzo
"Long, Billy",Republican,Missouri,House of Representatives,117,Long
"Hartzler, Vicky",Republican,Missouri,House of Representatives,117,Hartzler
"Kinzinger, Adam",Republican,Illinois,House of Representatives,117,Kinzinger
